config_id,feature_pair_name,feature_names,dataset_rule_name,central_size,min_closed_in_central,open_step,eyeblink8_policy,C,class_weight
141,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,balanced
142,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
143,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
144,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
145,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,balanced
146,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
147,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
148,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
149,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,balanced
150,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
151,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
152,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
153,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,balanced
154,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
155,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
156,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
157,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,balanced
158,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
159,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
160,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
161,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,balanced
162,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
163,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
164,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
165,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,balanced
166,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
167,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
168,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
169,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,balanced
170,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
171,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
172,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
173,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,balanced
174,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
175,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
176,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
177,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,balanced
178,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
179,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
180,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
181,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.03,balanced
182,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:2"
183,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:3"
184,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:5"
185,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.1,balanced
186,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:2"
187,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:3"
188,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:5"
189,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.3,balanced
190,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:2"
191,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:3"
192,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,0.3,"non_closed:1,closed:5"
193,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,1.0,balanced
194,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:2"
195,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:3"
196,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,1.0,"non_closed:1,closed:5"
197,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,3.0,balanced
198,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:2"
199,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:3"
200,col_run_max_fixed+col_run_topk_adapt,col_run_max_fixed+col_run_topk_adapt,std_7_6_openonly,7,6,3,open_only,3.0,"non_closed:1,closed:5"
201,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,balanced
202,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
203,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
204,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
205,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,balanced
206,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
207,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
208,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
209,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,balanced
210,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
211,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
212,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
213,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,balanced
214,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
215,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
216,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
217,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,balanced
218,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
219,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
220,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep3_blinkasnonclosed,7,6,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
221,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,balanced
222,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
223,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
224,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
225,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,balanced
226,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
227,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
228,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
229,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,balanced
230,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
231,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
232,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
233,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,balanced
234,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
235,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
236,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
237,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,balanced
238,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
239,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
240,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,loose_5_4_openstep3_blinkasnonclosed,5,4,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
241,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,balanced
242,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
243,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
244,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
245,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,balanced
246,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
247,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
248,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
249,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,balanced
250,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
251,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
252,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
253,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,balanced
254,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
255,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
256,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
257,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,balanced
258,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
259,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
260,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,strict_9_8_openstep3_blinkasnonclosed,9,8,3,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
261,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,balanced
262,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,"non_closed:1,closed:2"
263,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,"non_closed:1,closed:3"
264,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.03,"non_closed:1,closed:5"
265,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,balanced
266,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,"non_closed:1,closed:2"
267,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,"non_closed:1,closed:3"
268,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.1,"non_closed:1,closed:5"
269,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,balanced
270,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:2"
271,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:3"
272,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,0.3,"non_closed:1,closed:5"
273,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,balanced
274,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:2"
275,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:3"
276,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,1.0,"non_closed:1,closed:5"
277,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,balanced
278,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:2"
279,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:3"
280,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openstep5_blinkasnonclosed,7,6,5,open_blink_as_nonclosed,3.0,"non_closed:1,closed:5"
281,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.03,balanced
282,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:2"
283,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:3"
284,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.03,"non_closed:1,closed:5"
285,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.1,balanced
286,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:2"
287,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:3"
288,col_run_topk_fixed+vertical_contrast,col_run_topk_fixed+vertical_contrast,std_7_6_openonly,7,6,3,open_only,0.1,"non_closed:1,closed:5"
